id,session_id,game_number,round_number,phase,marker,active_speaker,player_id,value,server_time_utc,server_time_local,lsl_time
149,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:18:20.292507,2026-07-12T20:18:20.292507-04:00,170760.0195692
150,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:18:20.322973,2026-07-12T20:18:20.322973-04:00,170760.049687
151,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:18:20.340179,2026-07-12T20:18:20.340179-04:00,170760.0672474
152,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:18:25.521088,2026-07-12T20:18:25.521088-04:00,170765.2480641
153,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:18:25.521088,2026-07-12T20:18:25.521088-04:00,170765.2489003
154,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:18:25.550127,2026-07-12T20:18:25.550127-04:00,170765.2767626
155,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:18:25.556127,2026-07-12T20:18:25.556127-04:00,170765.2830048
156,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:18:25.533093,2026-07-12T20:18:25.533093-04:00,170765.2598464
157,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:19:20.324537,2026-07-12T20:19:20.324537-04:00,170820.0512865
158,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:19:20.300833,2026-07-12T20:19:20.300833-04:00,170820.0283145
159,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:19:20.369347,2026-07-12T20:19:20.369347-04:00,170820.0960801
160,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:19:25.520328,2026-07-12T20:19:25.520328-04:00,170825.2470277
161,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:19:25.535771,2026-07-12T20:19:25.535771-04:00,170825.2629381
162,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:19:25.541768,2026-07-12T20:19:25.541768-04:00,170825.2684785
163,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:19:25.523725,2026-07-12T20:19:25.523725-04:00,170825.2503534
164,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:20:20.305282,2026-07-12T20:20:20.305282-04:00,170880.0329303
165,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:20:20.311060,2026-07-12T20:20:20.311060-04:00,170880.0378314
166,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:20:20.328261,2026-07-12T20:20:20.328261-04:00,170880.0550393
167,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:20:25.517381,2026-07-12T20:20:25.517381-04:00,170885.2447111
168,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:20:25.518388,2026-07-12T20:20:25.518388-04:00,170885.2452554
169,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:20:25.539648,2026-07-12T20:20:25.539648-04:00,170885.2675002
170,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:20:25.541119,2026-07-12T20:20:25.541119-04:00,170885.2682657
171,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:20:25.553731,2026-07-12T20:20:25.553731-04:00,170885.2807093
172,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:20:25.554733,2026-07-12T20:20:25.554733-04:00,170885.2812504
173,S001,1,1,WAITING,P5_DISCONNECTED,,5,last_seen_age_sec=1201.7,2026-07-13T00:40:40.673037,2026-07-12T20:40:40.673037-04:00,172100.4189
174,S001,1,1,WAITING,P5_DISCONNECTED,,5,last_seen_age_sec=1201.7,2026-07-13T00:40:40.673512,2026-07-12T20:40:40.673512-04:00,172100.4189992
175,S001,1,1,WAITING,P2_RECONNECTED,,2,phase=WAITING,2026-07-13T00:41:19.277284,2026-07-12T20:41:19.277284-04:00,172139.0037813
176,S001,1,1,WAITING,P3_RECONNECTED,,3,phase=WAITING,2026-07-13T00:41:23.052151,2026-07-12T20:41:23.052151-04:00,172142.7786397
177,S001,1,1,WAITING,P4_RECONNECTED,,4,phase=WAITING,2026-07-13T00:41:31.870849,2026-07-12T20:41:31.870849-04:00,172151.5973305
178,S001,1,1,WAITING,P5_RECONNECTED,,5,phase=WAITING,2026-07-13T00:41:39.191821,2026-07-12T20:41:39.191821-04:00,172158.9183015
179,S001,1,1,WAITING,P001_MEDIA_READY,,1,"{""segment"": 0, ""note"": ""{\""camera\"":\""PC-LM1E (0c45:636d)\"",\""microphone\"":\""Default - Microphone (PC-LM1E) (0c45:636d)\"",\""audio_tracks\"":1,\""video_tracks\"":1}""}",2026-07-13T00:41:59.691175,2026-07-12T20:41:59.691175-04:00,172179.4176581
180,S001,1,1,WAITING,P001_MEDIA_READY,,1,"{""segment"": 0, ""note"": ""{\""camera\"":\""PC-LM1E (0c45:636d)\"",\""microphone\"":\""Default - Microphone (PC-LM1E) (0c45:636d)\"",\""audio_tracks\"":1,\""video_tracks\"":1}""}",2026-07-13T00:42:19.992212,2026-07-12T20:42:19.992212-04:00,172199.7186967
181,S001,1,1,WAITING,P3_DISCONNECTED,,3,last_seen_age_sec=6.0,2026-07-13T00:42:29.343069,2026-07-12T20:42:29.343069-04:00,172209.0695757
182,S001,1,1,WAITING,P3_DISCONNECTED,,3,last_seen_age_sec=6.0,2026-07-13T00:42:29.341796,2026-07-12T20:42:29.341796-04:00,172209.0683012
183,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=6.0,2026-07-13T00:42:38.335340,2026-07-12T20:42:38.335340-04:00,172218.0618354
184,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=6.0,2026-07-13T00:42:38.336817,2026-07-12T20:42:38.336817-04:00,172218.0633141
185,S001,1,1,WAITING,P001_MEDIA_READY,,1,"{""segment"": 0, ""note"": ""{\""camera\"":\""PC-LM1E (0c45:636d)\"",\""microphone\"":\""Default - Microphone (ZR USB Audio) (001f:0b21)\"",\""audio_tracks\"":1,\""video_tracks\"":1}""}",2026-07-13T00:42:44.797657,2026-07-12T20:42:44.797657-04:00,172224.5241458
186,S001,1,1,WAITING,P3_RECONNECTED,,3,phase=WAITING,2026-07-13T00:43:20.316448,2026-07-12T20:43:20.316448-04:00,172260.0429428
187,S001,1,1,WAITING,P4_RECONNECTED,,4,phase=WAITING,2026-07-13T00:43:20.347677,2026-07-12T20:43:20.347677-04:00,172260.0741694
188,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=48.0,2026-07-13T00:43:20.362404,2026-07-12T20:43:20.362404-04:00,172260.0888911
189,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=48.0,2026-07-13T00:43:20.361611,2026-07-12T20:43:20.361611-04:00,172260.0881074
190,S001,1,1,WAITING,P5_DISCONNECTED,,5,last_seen_age_sec=60.0,2026-07-13T00:44:20.361011,2026-07-12T20:44:20.361011-04:00,172320.0875327
191,S001,1,1,WAITING,P4_RECONNECTED,,4,phase=WAITING,2026-07-13T00:44:20.417373,2026-07-12T20:44:20.417373-04:00,172320.1438712
192,S001,1,1,WAITING,P001_MEDIA_READY,,1,"{""segment"": 0, ""note"": ""{\""camera\"":\""PC-LM1E (0c45:636d)\"",\""microphone\"":\""Microphone Array on SoundWire Device (3- Cirrus Logic XU)\"",\""audio_tracks\"":1,\""video_tracks\"":1}""}",2026-07-13T00:44:28.888239,2026-07-12T20:44:28.888239-04:00,172328.6147329
193,S001,1,1,WAITING,P3_DISCONNECTED,,3,last_seen_age_sec=22.7,2026-07-13T00:44:42.991887,2026-07-12T20:44:42.991887-04:00,172342.7183999
194,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=22.6,2026-07-13T00:44:43.005991,2026-07-12T20:44:43.005991-04:00,172342.7325097
195,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=22.6,2026-07-13T00:44:43.010527,2026-07-12T20:44:43.010527-04:00,172342.737009
196,S001,1,1,WAITING,P3_RECONNECTED,,3,phase=WAITING,2026-07-13T00:44:56.674464,2026-07-12T20:44:56.674464-04:00,172356.4009971
197,S001,1,1,WAITING,P4_RECONNECTED,,4,phase=WAITING,2026-07-13T00:44:57.668305,2026-07-12T20:44:57.668305-04:00,172357.3948021
198,S001,1,1,WAITING,P5_RECONNECTED,,5,phase=WAITING,2026-07-13T00:44:58.375822,2026-07-12T20:44:58.375822-04:00,172358.1023199
199,S001,1,1,SESSION_START,SESSION_START,,,,2026-07-13T00:45:10.325410,2026-07-12T20:45:10.325410-04:00,172370.0519014
200,S001,1,1,SESSION_START,P001_MEDIA_RECORDING_STARTED,,1,"{""segment"": 1, ""note"": ""{\""video_mime\"":\""video/webm;codecs=vp8,opus\"",\""audio_mime\"":\""audio/webm;codecs=opus\"",\""audio_tracks\"":1,\""video_tracks\"":1,\""microphone\"":\""Microphone Array on SoundWire Device (3- Cirrus Logic XU)\""}""}",2026-07-13T00:45:10.429773,2026-07-12T20:45:10.429773-04:00,172370.1562604
201,S001,1,1,SESSION_START,P5_DISCONNECTED,,5,last_seen_age_sec=5.8,2026-07-13T00:46:06.078997,2026-07-12T20:46:06.078997-04:00,172425.8054852
202,S001,1,1,SESSION_START,P5_DISCONNECTED,,5,last_seen_age_sec=5.8,2026-07-13T00:46:06.080054,2026-07-12T20:46:06.080054-04:00,172425.8065616
203,S001,1,1,SESSION_START,P2_DISCONNECTED,,2,last_seen_age_sec=5.3,2026-07-13T00:46:07.594725,2026-07-12T20:46:07.594725-04:00,172427.3212095
204,S001,1,1,SESSION_START,P2_DISCONNECTED,,2,last_seen_age_sec=5.3,2026-07-13T00:46:07.596165,2026-07-12T20:46:07.596165-04:00,172427.3226645
205,S001,1,1,SESSION_START,P3_DISCONNECTED,,3,last_seen_age_sec=6.3,2026-07-13T00:46:10.583670,2026-07-12T20:46:10.583670-04:00,172430.3101571
206,S001,1,1,SESSION_START,P3_DISCONNECTED,,3,last_seen_age_sec=6.3,2026-07-13T00:46:10.586218,2026-07-12T20:46:10.586218-04:00,172430.3126975
207,S001,1,1,SESSION_START,P5_RECONNECTED,,5,phase=SESSION_START,2026-07-13T00:46:20.293328,2026-07-12T20:46:20.293328-04:00,172440.0198124
208,S001,1,1,SESSION_START,P2_RECONNECTED,,2,phase=SESSION_START,2026-07-13T00:46:20.340475,2026-07-12T20:46:20.340475-04:00,172440.0669685
209,S001,1,1,SESSION_START,P3_RECONNECTED,,3,phase=SESSION_START,2026-07-13T00:46:20.320991,2026-07-12T20:46:20.320991-04:00,172440.0475133
210,S001,1,1,SESSION_START,P2_DISCONNECTED,,2,last_seen_age_sec=5.3,2026-07-13T00:46:25.578419,2026-07-12T20:46:25.578419-04:00,172445.3049044
211,S001,1,1,SESSION_START,P3_DISCONNECTED,,3,last_seen_age_sec=5.3,2026-07-13T00:46:25.599792,2026-07-12T20:46:25.599792-04:00,172445.3262764
212,S001,1,1,SESSION_START,P5_DISCONNECTED,,5,last_seen_age_sec=5.3,2026-07-13T00:46:25.608943,2026-07-12T20:46:25.608943-04:00,172445.3354299
213,S001,1,1,SESSION_START,P2_DISCONNECTED,,2,last_seen_age_sec=5.3,2026-07-13T00:46:25.579142,2026-07-12T20:46:25.579142-04:00,172445.3056166
271,S001,1,1,WAITING,P1_DISCONNECTED,,1,last_seen_age_sec=65716.0,2026-07-13T19:01:57.174799,2026-07-13T15:01:57.174799-04:00,238181.2357854
272,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=65716.1,2026-07-13T19:01:57.226179,2026-07-13T15:01:57.226179-04:00,238181.2584644
273,S001,1,1,WAITING,P1_DISCONNECTED,,1,last_seen_age_sec=65716.1,2026-07-13T19:01:57.195150,2026-07-13T15:01:57.195150-04:00,238181.2357436
282,S001,1,1,WAITING,P2_RECONNECTED,,2,phase=WAITING,2026-07-20T20:06:55.544956,2026-07-20T16:06:55.544956-04:00,600424.8592342
283,S001,1,1,WAITING,P3_RECONNECTED,,3,phase=WAITING,2026-07-20T20:07:01.158282,2026-07-20T16:07:01.158282-04:00,600430.4614851
284,S001,1,1,WAITING,P4_RECONNECTED,,4,phase=WAITING,2026-07-20T20:07:13.535033,2026-07-20T16:07:13.535033-04:00,600442.8382366
285,S001,1,1,WAITING,P1_RECONNECTED,,1,phase=WAITING,2026-07-20T20:07:20.296245,2026-07-20T16:07:20.296245-04:00,600449.5994514
286,S001,1,1,WAITING,P5_RECONNECTED,,5,phase=WAITING,2026-07-20T20:07:54.859363,2026-07-20T16:07:54.859363-04:00,600484.1625636
287,S001,1,1,SESSION_START,SESSION_START,,,,2026-07-20T20:08:00.352206,2026-07-20T16:08:00.352206-04:00,600489.655431
288,S001,1,1,SESSION_END,SESSION_END,,,,2026-07-20T20:08:26.929217,2026-07-20T16:08:26.929217-04:00,600516.2324196
521,S001,1,1,WAITING,P1_DISCONNECTED,,1,last_seen_age_sec=59589.1,2026-07-21T12:41:46.822022,2026-07-21T08:41:46.822022-04:00,660119.510632
522,S001,1,1,WAITING,P2_DISCONNECTED,,2,last_seen_age_sec=59589.1,2026-07-21T12:41:46.866259,2026-07-21T08:41:46.866259-04:00,660119.5293901
523,S001,1,1,WAITING,P3_DISCONNECTED,,3,last_seen_age_sec=59589.1,2026-07-21T12:41:46.873824,2026-07-21T08:41:46.873824-04:00,660119.5369274
524,S001,1,1,WAITING,P4_DISCONNECTED,,4,last_seen_age_sec=59589.1,2026-07-21T12:41:46.883874,2026-07-21T08:41:46.883874-04:00,660119.5470051
525,S001,1,1,WAITING,P5_DISCONNECTED,,5,last_seen_age_sec=59589.1,2026-07-21T12:41:46.908768,2026-07-21T08:41:46.908768-04:00,660119.571894
526,S001,1,1,WAITING,P1_DISCONNECTED,,1,last_seen_age_sec=59589.1,2026-07-21T12:41:46.842174,2026-07-21T08:41:46.842174-04:00,660119.5106979
527,S001,1,1,WAITING,FORCE_SESSION_END,,,moderator decision: new modrator platform check,2026-07-21T12:42:59.720351,2026-07-21T08:42:59.720351-04:00,660192.3834621
528,S001,1,1,SESSION_END,SESSION_END,,,,2026-08-24T17:20:35.858386,2026-08-24T13:20:35.858386-04:00,4327.7987126
529,S001,1,1,SESSION_END,FORCE_SESSION_END,,,moderator decision: test,2026-08-24T17:24:50.451995,2026-08-24T13:24:50.451995-04:00,4582.3655012
536,S001,1,1,WAITING,FORCE_SESSION_END,,,moderator decision,2026-08-26T18:23:28.178767,2026-08-26T14:23:28.178767-04:00,19359.0672019
